Event,Time,L1,L2,H,Server Available,Queue Size,Process Time,Queue Contents
L2 queued,320.50,320.69,320.63,321.84,false,1523,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.63,320.69,320.76,321.84,false,1524,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,320.69,321.04,320.76,321.84,false,1525,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.76,321.04,320.78,321.84,false,1526,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,320.78,321.04,321.93,321.84,false,1527,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,321.04,321.35,321.93,321.84,false,1528,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,321.35,321.78,321.93,321.84,false,1529,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,321.78,322.27,321.93,321.84,false,1530,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,321.84,322.27,321.93,323.93,true,1529,2.10,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,321.93,322.27,322.28,323.93,false,1530,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,322.27,322.45,322.28,323.93,false,1531,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,322.28,322.45,322.29,323.93,false,1532,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,322.29,322.45,323.22,323.93,false,1533,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,322.45,322.73,323.22,323.93,false,1534,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,322.73,322.96,323.22,323.93,false,1535,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,322.96,326.06,323.22,323.93,false,1536,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,323.22,326.06,323.28,323.93,false,1537,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,323.28,326.06,323.72,323.93,false,1538,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,323.72,326.06,323.92,323.93,false,1539,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,323.92,326.06,323.95,323.93,false,1540,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,323.93,326.06,323.95,325.30,true,1539,1.36,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,323.95,326.06,324.06,325.30,false,1540,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,324.06,326.06,324.36,325.30,false,1541,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,324.36,326.06,325.19,325.30,false,1542,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,325.19,326.06,325.25,325.30,false,1543,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,325.25,326.06,325.43,325.30,false,1544,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,325.30,326.06,325.43,327.02,true,1543,1.72,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,325.43,326.06,325.54,327.02,false,1544,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,325.54,326.06,326.20,327.02,false,1545,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,326.06,326.53,326.20,327.02,false,1546,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,326.20,326.53,326.25,327.02,false,1547,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,326.25,326.53,326.34,327.02,false,1548,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,326.34,326.53,326.68,327.02,false,1549,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,326.53,326.86,326.68,327.02,false,1550,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,326.68,326.86,327.15,327.02,false,1551,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,326.86,328.78,327.15,327.02,false,1552,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,327.02,328.78,327.15,328.96,true,1551,1.94,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,327.15,328.78,327.16,328.96,false,1552,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,327.16,328.78,327.43,328.96,false,1553,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,327.43,328.78,327.72,328.96,false,1554,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,327.72,328.78,327.91,328.96,false,1555,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,327.91,328.78,328.67,328.96,false,1556,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,328.67,328.78,329.04,328.96,false,1557,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,328.78,329.00,329.04,328.96,false,1558,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,328.96,329.00,329.04,330.85,true,1557,1.89,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,329.00,330.92,329.04,330.85,false,1558,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,329.04,330.92,329.30,330.85,false,1559,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,329.30,330.92,329.91,330.85,false,1560,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,329.91,330.92,330.91,330.85,false,1561,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,330.85,330.92,330.91,332.39,true,1560,1.54,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,330.91,330.92,330.99,332.39,false,1561,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,330.92,331.11,330.99,332.39,false,1562,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,330.99,331.11,331.00,332.39,false,1563,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,331.00,331.11,331.05,332.39,false,1564,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,331.05,331.11,331.16,332.39,false,1565,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,331.11,331.27,331.16,332.39,false,1566,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,331.16,331.27,331.30,332.39,false,1567,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,331.27,331.74,331.30,332.39,false,1568,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,331.30,331.74,331.41,332.39,false,1569,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,331.41,331.74,332.12,332.39,false,1570,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,331.74,331.77,332.12,332.39,false,1571,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,331.77,332.19,332.12,332.39,false,1572,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,332.12,332.19,332.51,332.39,false,1573,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,332.19,332.26,332.51,332.39,false,1574,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,332.26,332.96,332.51,332.39,false,1575,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,332.39,332.96,332.51,334.33,true,1574,1.94,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,332.51,332.96,332.88,334.33,false,1575,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,332.88,332.96,332.89,334.33,false,1576,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,332.89,332.96,332.93,334.33,false,1577,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,332.93,332.96,334.21,334.33,false,1578,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,332.96,334.00,334.21,334.33,false,1579,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,334.00,334.72,334.21,334.33,false,1580,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,334.21,334.72,334.40,334.33,false,1581,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,334.33,334.72,334.40,336.19,true,1580,1.86,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,334.40,334.72,334.69,336.19,false,1581,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,334.69,334.72,334.72,336.19,false,1582,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,334.72,336.23,334.72,336.19,false,1583,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,334.72,336.23,334.82,336.19,false,1584,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,334.82,336.23,334.97,336.19,false,1585,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,334.97,336.23,335.03,336.19,false,1586,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,335.03,336.23,335.26,336.19,false,1587,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,335.26,336.23,335.28,336.19,false,1588,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,335.28,336.23,335.69,336.19,false,1589,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,335.69,336.23,336.17,336.19,false,1590,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,336.17,336.23,336.20,336.19,false,1591,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,336.19,336.23,336.20,338.10,true,1590,1.91,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,336.20,336.23,336.45,338.10,false,1591,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,336.23,336.74,336.45,338.10,false,1592,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,336.45,336.74,336.88,338.10,false,1593,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,336.74,336.83,336.88,338.10,false,1594,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,336.83,336.87,336.88,338.10,false,1595,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,336.87,338.57,336.88,338.10,false,1596,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,336.88,338.57,337.19,338.10,false,1597,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.19,338.57,337.42,338.10,false,1598,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.42,338.57,337.50,338.10,false,1599,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.50,338.57,337.50,338.10,false,1600,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.50,338.57,337.68,338.10,false,1601,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.68,338.57,337.70,338.10,false,1602,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.70,338.57,337.72,338.10,false,1603,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.72,338.57,337.99,338.10,false,1604,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,337.99,338.57,338.21,338.10,false,1605,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,338.10,338.57,338.21,340.16,true,1604,2.06,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,338.21,338.57,338.23,340.16,false,1605,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,338.23,338.57,338.46,340.16,false,1606,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,338.46,338.57,338.87,340.16,false,1607,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,338.57,339.55,338.87,340.16,false,1608,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,338.87,339.55,338.90,340.16,false,1609,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,338.90,339.55,338.91,340.16,false,1610,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,338.91,339.55,339.15,340.16,false,1611,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,339.15,339.55,339.87,340.16,false,1612,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,339.55,339.82,339.87,340.16,false,1613,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,339.82,340.75,339.87,340.16,false,1614,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,339.87,340.75,340.00,340.16,false,1615,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,340.00,340.75,340.10,340.16,false,1616,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,340.10,340.75,340.38,340.16,false,1617,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,340.16,340.75,340.38,341.79,true,1616,1.63,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,340.38,340.75,340.74,341.79,false,1617,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,340.74,340.75,341.00,341.79,false,1618,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,340.75,341.17,341.00,341.79,false,1619,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.00,341.17,341.01,341.79,false,1620,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.01,341.17,341.02,341.79,false,1621,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.02,341.17,341.31,341.79,false,1622,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,341.17,344.10,341.31,341.79,false,1623,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.31,344.10,341.47,341.79,false,1624,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.47,344.10,341.74,341.79,false,1625,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.74,344.10,341.93,341.79,false,1626,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,341.79,344.10,341.93,344.08,true,1625,2.29,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,341.93,344.10,342.19,344.08,false,1626,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,342.19,344.10,342.74,344.08,false,1627,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,342.74,344.10,342.82,344.08,false,1628,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,342.82,344.10,343.41,344.08,false,1629,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,343.41,344.10,343.80,344.08,false,1630,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,343.80,344.10,343.91,344.08,false,1631,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,343.91,344.10,344.07,344.08,false,1632,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.07,344.10,344.10,344.08,false,1633,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,344.08,344.10,344.10,345.81,true,1632,1.73,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,344.10,344.60,344.10,345.81,false,1633,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.10,344.60,344.16,345.81,false,1634,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.16,344.60,344.18,345.81,false,1635,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.18,344.60,344.63,345.81,false,1636,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,344.60,345.36,344.63,345.81,false,1637,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.63,345.36,344.82,345.81,false,1638,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.82,345.36,344.92,345.81,false,1639,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.92,345.36,344.95,345.81,false,1640,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,344.95,345.36,345.50,345.81,false,1641,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,345.36,346.32,345.50,345.81,false,1642,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,345.50,346.32,345.69,345.81,false,1643,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,345.69,346.32,345.89,345.81,false,1644,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,345.81,346.32,345.89,347.82,true,1643,2.02,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,345.89,346.32,345.90,347.82,false,1644,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,345.90,346.32,346.04,347.82,false,1645,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,346.04,346.32,346.51,347.82,false,1646,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,346.32,347.02,346.51,347.82,false,1647,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,346.51,347.02,346.62,347.82,false,1648,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,346.62,347.02,347.48,347.82,false,1649,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,347.02,347.74,347.48,347.82,false,1650,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,347.48,347.74,347.51,347.82,false,1651,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,347.51,347.74,347.90,347.82,false,1652,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,347.74,347.80,347.90,347.82,false,1653,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,347.80,348.71,347.90,347.82,false,1654,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,347.82,348.71,347.90,349.92,true,1653,2.10,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,347.90,348.71,348.16,349.92,false,1654,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,348.16,348.71,348.23,349.92,false,1655,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,348.23,348.71,348.40,349.92,false,1656,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,348.40,348.71,349.14,349.92,false,1657,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,348.71,348.81,349.14,349.92,false,1658,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,348.81,348.99,349.14,349.92,false,1659,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,348.99,349.34,349.14,349.92,false,1660,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,349.14,349.34,349.18,349.92,false,1661,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,349.18,349.34,349.71,349.92,false,1662,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,349.34,349.79,349.71,349.92,false,1663,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,349.71,349.79,350.05,349.92,false,1664,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,349.79,350.66,350.05,349.92,false,1665,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,349.92,350.66,350.05,351.77,true,1664,1.85,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.05,350.66,350.09,351.77,false,1665,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.09,350.66,350.19,351.77,false,1666,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.19,350.66,350.23,351.77,false,1667,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.23,350.66,350.44,351.77,false,1668,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.44,350.66,350.54,351.77,false,1669,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.54,350.66,350.71,351.77,false,1670,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,350.66,350.85,350.71,351.77,false,1671,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,350.71,350.85,351.51,351.77,false,1672,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,350.85,351.06,351.51,351.77,false,1673,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,351.06,351.37,351.51,351.77,false,1674,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,351.37,351.39,351.51,351.77,false,1675,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,351.39,352.39,351.51,351.77,false,1676,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,351.51,352.39,351.57,351.77,false,1677,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,351.57,352.39,351.93,351.77,false,1678,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,351.77,352.39,351.93,353.89,true,1677,2.12,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,351.93,352.39,352.04,353.89,false,1678,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,352.04,352.39,353.21,353.89,false,1679,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,352.39,352.60,353.21,353.89,false,1680,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,352.60,353.10,353.21,353.89,false,1681,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,353.10,353.56,353.21,353.89,false,1682,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.21,353.56,353.24,353.89,false,1683,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.24,353.56,353.29,353.89,false,1684,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.29,353.56,353.40,353.89,false,1685,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.40,353.56,353.45,353.89,false,1686,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.45,353.56,353.49,353.89,false,1687,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.49,353.56,353.62,353.89,false,1688,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,353.56,353.58,353.62,353.89,false,1689,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,353.58,353.75,353.62,353.89,false,1690,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.62,353.75,353.89,353.89,false,1691,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,353.75,355.40,353.89,353.89,false,1692,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,353.89,355.40,354.12,353.89,false,1693,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,353.89,355.40,354.12,355.37,true,1692,1.48,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.12,355.40,354.24,355.37,false,1693,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.24,355.40,354.40,355.37,false,1694,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.40,355.40,354.58,355.37,false,1695,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.58,355.40,354.77,355.37,false,1696,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.77,355.40,354.79,355.37,false,1697,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.79,355.40,354.85,355.37,false,1698,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,354.85,355.40,355.49,355.37,false,1699,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,355.37,355.40,355.49,357.70,true,1698,2.32,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,355.40,357.66,355.49,357.70,false,1699,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,355.49,357.66,355.80,357.70,false,1700,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,355.80,357.66,355.96,357.70,false,1701,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,355.96,357.66,357.22,357.70,false,1702,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,357.22,357.66,357.80,357.70,false,1703,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,357.66,357.87,357.80,357.70,false,1704,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,357.70,357.87,357.80,359.34,true,1703,1.65,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,357.80,357.87,358.05,359.34,false,1704,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,357.87,357.91,358.05,359.34,false,1705,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,357.91,358.23,358.05,359.34,false,1706,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,358.05,358.23,358.52,359.34,false,1707,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,358.23,358.54,358.52,359.34,false,1708,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
